"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AAT7SN2W","journalArticle","2014","Greitemeyer, Tobias","Article retracted, but the message lives on","Psychonomic Bulletin & Review","","1069-9384, 1531-5320","10.3758/s13423-013-0500-6","http://link.springer.com/10.3758/s13423-013-0500-6","The retraction of an original article aims to ensure that readers are alerted to the fact that the findings are not trustworthy. However, the present research suggests that individuals still believe in the findings of an article even though they were later told that the data were fabricated and that the article was retracted. Participants in a debriefing condition and a no-debriefing condition learned about the scientific finding of an empirical article, whereas participants in a control condition did not. Afterward, participants in the debriefing condition were told that the article had been retracted because of fabricated data. Results showed that participants in the debriefing condition were less likely to believe in the findings than participants in the no-debriefing condition but were more likely to believe in the findings than participants in the control condition, suggesting that individuals do adjust their beliefs in the perceived truth of a scientific finding after debriefing—but insufficiently. Mediational analyses revealed that the availability of generated causal arguments underlies belief perseverance. These results suggest that a retraction note of an empirical article in a scientific journal is not sufficient to ensure that readers of the original article no longer believe in the article’s conclusions.","2014-04","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:48","557-561","","2","21","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/PHV7UZ9W/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/A6NYH2VR/Greitemeyer - 2014 - Article retracted, but the message lives on.pdf","","EPPI Reviewer Article; psychology and retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22YVSD2R","journalArticle","2014","Gasparyan, Armen Yuri; Ayvazyan, Lilit; Akazhanov, Nurbek A.; Kitas, George D.","Self-correction in biomedical publications and the scientific impact","Croatian Medical Journal","","0353-9504, 1332-8166","10.3325/cmj.2014.55.61","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3944419/","Methods We conducted searches through PubMed to retrieve errata, duplicate, and retracted publications (as of January 30, 2014). To analyze publication activity and citation profiles of countries, multidisciplinary, and specialized biomedical journals, we referred to the latest data from the SCImago Journal & Country Rank database. Total number of indexed articles and values of the h-index of the fifty most productive countries and multidisciplinary journals were recorded and linked to the number of duplicate and retracted publications in PubMed. Results Our analysis found 2597 correction items. A striking increase in the number of corrections appeared in 2013, which is mainly due to 871 (85.3%) corrections from PLOS One. The number of duplicate publications was 1086. Articles frequently published in duplicate were reviews (15.6%), original studies (12.6%), and case reports (7.6%), whereas top three retracted articles were original studies (10.1%), randomized trials (8.8%), and reviews (7%). A strong association existed between the total number of publications across countries and duplicate (rs = 0.86, P < 0.001) and retracted items (rs = 0.812, P < 0.001). A similar trend was found between country-based h-index values and duplicate and retracted publications. Conclusion The study suggests that the intensified self-correction in biomedicine is due to the attention of readers and authors, who spot errors in their hub of evidence-based information. Digitization and open access confound the staggering increase in correction notices and retractions.","2014-02","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:46","61-72","","1","55","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/VER4E2XP/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/CC72E6KF/Gasparyan et al. - 2014 - Self-correction in biomedical publications and the.pdf","","characteristics of retracted papers - database perspective; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCRHXJIF","journalArticle","1990","Friedman, P J","Correcting the literature following fraudulent publication","The Journal of the American Medical Association","","","10.1001/jama.1990.03440100136019","","","1990","2019-11-10 17:45:40","2021-06-11 19:57:29","","1416–1419","","10","263","","","","","","","","","","","","","","","","","","","/Users/jodi/Zotero/storage/N66H6HYQ/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/M99JIUAZ/Correcting the Literature Following Fraudulent Publication .pdf; /Users/jodi/Zotero/storage/AM6X387C/DataExtraction-Friedman1990.pdf","","are articles with known problems retracted; EPPI Reviewer Article; journal/publication practices in retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QJEFECF","thesis","1991","Wright, Nancy","A Citation Context Analysis of Retracted Scientific Articles","","","","","","","1991","2019-11-10 17:45:40","2021-06-11 19:57:29","","","","","","","","","","","","","University of Maryland at College Park","","","","","","","","","","","/Users/jodi/Zotero/storage/HG8ZDWVA/A Citation Context Analysis of Retracted Scientific Articles .pdf","","CCA; citation studies; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TU3HJM43","journalArticle","2012","Grieneisen, Michael L.; Zhang, Minghua","A comprehensive survey of retracted articles from the scholarly literature","PLoS ONE","","1932-6203","10.1371/journal.pone.0044118","http://dx.plos.org/10.1371/journal.pone.0044118","Background: The number of retracted scholarly articles has risen precipitously in recent years. Past surveys of the retracted literature each limited their scope to articles in PubMed, though many retracted articles are not indexed in PubMed. To understand the scope and characteristics of retracted articles across the full spectrum of scholarly disciplines, we surveyed 42 of the largest bibliographic databases for major scholarly fields and publisher websites to identify retracted articles. This study examines various trends among them. Results: We found, 4,449 scholarly publications retracted from 1928–2011. Unlike Math, Physics, Engineering and Social Sciences, the percentages of retractions in Medicine, Life Science and Chemistry exceeded their percentages among Web of Science (WoS) records. Retractions due to alleged publishing misconduct (47%) outnumbered those due to alleged research misconduct (20%) or questionable data/interpretations (42%). This total exceeds 100% since multiple justifications were listed in some retraction notices. Retraction/WoS record ratios vary among author affiliation countries. Though widespread, only miniscule percentages of publications for individual years, countries, journals, or disciplines have been retracted. Fifteen prolific individuals accounted for more than half of all retractions due to alleged research misconduct, and strongly influenced all retraction characteristics. The number of articles retracted per year increased by a factor of 19.06 from 2001 to 2010, though excluding repeat offenders and adjusting for growth of the published literature decreases it to a factor of 11.36. Conclusions: Retracted articles occur across the full spectrum of scholarly disciplines. Most retracted articles do not contain flawed data; and the authors of most retracted articles have not been accused of research misconduct. Despite recent increases, the proportion of published scholarly literature affected by retraction remains very small. Articles and editorials discussing retractions, or their relation to research integrity, should always consider individual cases in these broad contexts. However, better mechanisms are still needed for raising researchers’ awareness of the retracted literature in their field.","2012-10-24","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:51","e44118","","10","7","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/TRFGWHXA/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/C2HCSHMT/Grieneisen and Zhang - 2012 - A Comprehensive Survey of Retracted Articles from .pdf","","characteristics of retracted papers - database perspective; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; revisit","","von Elm, Erik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92ML8P9J","journalArticle","2015","Fulton, Ashley S.; Coates, Alison M.; Williams, Marie T.; Howe, Peter R. C.; Hill, Alison M.","Persistent citation of the only published randomised controlled trial of Omega-3 supplementation in Chronic Obstructive Pulmonary Disease six years after Its retraction","Publications","","2304-6775","10.3390/publications3010017","http://www.mdpi.com/2304-6775/6/3/35","","2015","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:40","7–26","","1","3","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/7VGXAIJI/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/WQYPAKNZ/Fulton et al. - 2018 - Persistent Citation of the Only Published Randomiz.pdf","","CCA; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BK6INTQB","journalArticle","2015","Fanelli, Daniele; Costas, Rodrigo; Larivière, Vincent","Misconduct policies, academic culture and career stage, not gender or pressures to publish, affect scientific integrity","PLOS ONE","","1932-6203","10.1371/journal.pone.0127556","http://dx.plos.org/10.1371/journal.pone.0127556","","2015-06-17","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:29","e0127556","","6","10","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/QI3869FF/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/KSGZN92Z/Fanelli et al. - 2015 - Misconduct Policies, Academic Culture and Career S.pdf","","EPPI Reviewer Article; misconduct as main topic; retraction as a data source for understanding misconduct; RetractionReviewBib-v1-2020-10","","Wray, K. Brad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5P8DIG5","journalArticle","2013","Fanelli, Daniele","Why growing retractions are (mostly) a good sign","PLoS Medicine","","1549-1676","10.1371/journal.pmed.1001563","http://dx.plos.org/10.1371/journal.pmed.1001563","Points N Corrections to scientific papers have been published for much longer than retractions, and show little sign of a recent increase.","2013-12-03","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:28","e1001563","","12","10","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/D86CQVHM/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/6IAEPBB8/Fanelli - 2013 - Why Growing Retractions Are (Mostly) a Good Sign.pdf","","EPPI Reviewer Article; rate of retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIW32WXT","journalArticle","2012","Furman, Jeffrey L.; Jensen, Kyle; Murray, Fiona","Governing knowledge in the scientific community: Exploring the role of retractions in biomedicine","Research Policy","","00487333","10.1016/j.respol.2011.11.001","https://linkinghub.elsevier.com/retrieve/pii/S0048733311002174","Although the validity of knowledge is critical to scientiﬁc progress, substantial concerns exist regarding the governance of knowledge production. While research errors are as relevant to the knowledge economy as defects are to the manufacturing economy, mechanisms to identify and signal “defective” or false knowledge are poorly understood. In this paper, we investigate one such institution – the system of scientiﬁc retractions. We analyze the universe of peer-reviewed scientiﬁc articles retracted from the biomedical literature between 1972–2006 and comparing with a matched control sample in order to identify the correlates, timing, and causal impact of scientiﬁc retractions. This effort provides insight into the workings of a distributed, peer-based system for the governance of validity in scientiﬁc knowledge. Our ﬁndings suggest that attention is a key predictor of retraction – retracted articles arise most frequently among highly-cited articles. The retraction system is expeditious in uncovering knowledge that is ever determined to be false (the mean time to retraction is less than two years) and democratic (retraction is not systematically affected by author prominence). Lastly, retraction causes an immediate, severe, and long-lived decline in future citations. Conditional on the obvious limitation that we cannot measure the absolute amount of false science in circulation, these results support the view that distributed governance systems can be designed to uncover false knowledge relatively swiftly and to mitigate the costs that false knowledge for future generations of producers.","2012-03","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:42","276-290","","2","41","","","Governing knowledge in the scientific community","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/FZD76IDI/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/XDT4G32Y/Furman et al. - 2012 - Governing knowledge in the scientific community E.pdf","","econometric studies of retraction; EPPI Reviewer Article; field impact; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WD9YI4EN","journalArticle","2014","Foo, Jong Yong Abdiel; Tan, Xin Ji Alan","Analysis and implications of retraction period and coauthorship of fraudulent publications","Accountability in Research","","0898-9621, 1545-5815","10.1080/08989621.2013.848799","http://www.tandfonline.com/doi/abs/10.1080/08989621.2013.848799","","2014-05-04","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:37","198-210","","3","21","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/SLSFFQ6M/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/G8X5HSEH/Foo and Tan - 2014 - Analysis and Implications of Retraction Period and.pdf","","authors of retracted papers; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUF8UG9Y","journalArticle","2011","Foo, Jong Yong Abdiel","A retrospective analysis of the trend of retracted publications in the field of biomedical and life sciences","Science and Engineering Ethics","","1353-3452, 1471-5546","10.1007/s11948-010-9212-8","http://link.springer.com/10.1007/s11948-010-9212-8","Among the many forms of research misconduct, publishing fraudulent data is considered to be serious where the conﬁdence and validity of the research is detrimentally undermined. In this study, the trend of 303 retracted publications from 44 authors (with more than three retracted publications each) was analysed. The results showed that only 6.60% of the retracted publications were single-authored and the discovery of fraudulent publications had reduced from 52.24 months (those published before the year 2000) to 33.23 months (those published on the year 2000 and onwards). It appears that with the widely accessible public databases like PubMed, fraudulent publications can be detected more easily. The different approaches adopted by authors who had previous publications retracted are also discussed herein.","2011-09","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:34","459-468","","3","17","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/9VI94RVV/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/2NFAAPEP/Foo - 2011 - A Retrospective Analysis of the Trend of Retracted.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; revisit; systematic reviews of retracted papers - author perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHR7B6YP","journalArticle","2012","Fang, F. C.; Steen, R. G.; Casadevall, A.","Misconduct accounts for the majority of retracted scientific publications","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1212247109","http://www.pnas.org/cgi/doi/10.1073/pnas.1212247109","","2012-10-16","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:33","17028-17033","","42","109","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/MQ999CD7/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/QTZ95ZQS/Fang et al. - 2012 - Misconduct accounts for the majority of retracted .pdf","","EPPI Reviewer Article; reasons for retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUVULCZC","journalArticle","2011","Fang, Ferric C.; Casadevall, Arturo","Retracted science and the retraction index","Infection and Immunity","","0019-9567, 1098-5522","10.1128/IAI.05661-11","http://iai.asm.org/lookup/doi/10.1128/IAI.05661-11","","2011-10","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:31","3855-3859","","10","79","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/96Z5LSXQ/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/ICMD29MD/Fang and Casadevall - 2011 - Retracted Science and the Retraction Index.pdf","","EPPI Reviewer Article; journals; RetractionReviewBib-v1-2020-10","","Morrison, R. P.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMW32ZX9","journalArticle","2014","Elia, Nadia; Wager, Elizabeth; Tramèr, Martin R.","Fate of articles that warranted retraction due to ethical concerns: A descriptive cross-sectional study","PLoS ONE","","1932-6203","10.1371/journal.pone.0085846","http://dx.plos.org/10.1371/journal.pone.0085846","Objective: To study journals’ responses to a request from the State Medical Association of Rheinland-Pfalz, Germany, to retract 88 articles due to ethical concerns, and to check whether the resulting retractions followed published guidelines. Design: Descriptive cross-sectional study. Population: 88 articles (18 journals) by the anaesthesiologist Dr. Boldt, that warranted retraction. Method: According to the recommendations of the Committee on Publication Ethics, we regarded a retraction as adequate when a retraction notice was published, linked to the retracted article, identified the title and authors of the retracted article in its heading, explained the reason and who took responsibility for the retraction, and when the retracted article was freely accessible and marked using a transparent watermark that preserved original content. Two authors extracted data independently (January 2013) and contacted editors-in-chief and publishers for clarification in cases of inadequate retraction. Results: Five articles (6%) fulfilled all criteria for adequate retraction. Nine (10%) were not retracted (no retraction notice published, full text article not marked). 79 (90%) retraction notices were published, 76 (86%) were freely accessible, but only 15 (17%) were complete. 73 (83%) full text articles were marked as retracted, of which 14 (16%) had an opaque watermark hiding parts of the original content, and 11 (13%) had all original content deleted. 59 (67%) retracted articles were freely accessible. One editor-in-chief stated personal problems as a reason for incomplete retractions, eight blamed their publishers. Two publishers cited legal threats from Dr. Boldt’s co-authors which prevented them from retracting articles. Conclusion: Guidelines for retracting articles are incompletely followed. The role of publishers in the retraction process needs to be clarified and standards are needed on marking retracted articles. It remains unclear who should check that retractions are done properly. Legal safeguards are required to allow retraction of articles against the wishes of authors.","2014-01-22","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:26","e85846","","1","9","","","Fate of articles that warranted retraction due to ethical concerns","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/2IF76ZCZ/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/HZH5CSWM/Elia et al. - 2014 - Fate of Articles That Warranted Retraction Due to .pdf","","are articles with known problems retracted; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers - author perspective","","Wray, K. Brad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EGBCFRA","journalArticle","1995","Duggar, David C; Christopher, Kerri Ann; Tucker, Betty E.; Jones, Dixie A.; Watson, Michael; Puckett, Marianne; Wood, Bob","Promoting an awareness of retractions: The Louisiana State University Medical Center in Shreveport experience","Medical Reference Services Quarterly","","0276-3869, 1540-9597","10.1300/J115V14N01_03","http://www.tandfonline.com/doi/abs/10.1300/J115V14N01_03","","1995-03-24","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:24","17-32","","1","14","","","Promoting an Awareness of Retractions","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/GS88G8JG/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/AUBZS9CE/Duggar et al. - 1995 - Promoting an Awareness of Retractions The Louisia.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; visibility of retraction status - medical libraries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3P9SQLU","journalArticle","2013","Decullier, Evelyne; Huot, Laure; Samson, Géraldine; Maisonneuve, Hervé","Visibility of retractions: a cross-sectional one-year study","BMC Research Notes","","1756-0500","10.1186/1756-0500-6-238","https://bmcresnotes.biomedcentral.com/articles/10.1186/1756-0500-6-238","Background: Retraction in Medline medical literature experienced a tenfold increase between 1999 and 2009, however retraction remains a rare event since it represents 0.02% of publications. Retractions used to be handled following informal practices until they were formalized in 2009 by the Committee on Publication Ethics (COPE). The objective of our study was to describe the compliance to these guidelines. Methods: All retractions published in 2008 were identified using the Medline publication type “retraction of publication”. The notices of retraction and the original articles were retrieved. For each retraction, we identified the reason for retraction, the country of affiliation of the first author, the time to retraction, the impact factor of the journal and the mention of retraction on the original article. Results: Overall, 244 retractions were considered for analysis. Formal retraction notices could not be retrieved for 9. Of the 235 retractions available (96%), the reason was not detailed for 21 articles (9%). The most cited reasons were mistakes (28%), plagiarism (20%), fraud (14%) and overlap (11%). The original paper or its location was found for 233 retractions (95%). Of these, 22% were available with no mention of the retraction. Conclusion: A standard retraction form could be helpful, with a check list of major reason, leaving the editor free to provide the reader with any further information. Original articles should remain available with a clear mention of the retraction.","2013-12","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:18","238","","1","6","","","Visibility of retractions","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/VE4AF8N9/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/RJDXUL28/Decullier et al. - 2013 - Visibility of retractions a cross-sectional one-y.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; visibility of retraction status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z93HQE4U","journalArticle","2015","Damineni, RaviSankar; Sardiwal, KapilKumar; Waghle, SitaRam; Dakshyani, Mb","A comprehensive comparative analysis of articles retracted in 2012 and 2013 from the scholarly literature","Journal of International Society of Preventive and Community Dentistry","","2231-0762","10.4103/2231-0762.151968","http://www.jispcd.org/text.asp?2015/5/1/19/151968","Background: Science is a dynamic subject with ever-changing concepts and is said to be self-correcting. One of the major mechanisms of self-correction is retraction of flawed work. Aim: To study the various parameters associated with retraction of scientific articles in 2012 and 2013 and discuss the current trends in article retraction over the period of 2 years. Materials and Methods: Data were retrieved from MEDLINE (via PubMed) using the keywords retraction of articles, retraction notice, and withdrawal of article in January 2014, and analysis of articles published in 2012 and 2013 was carried out. Results: A total of 155 articles in 2012 and 182 in 2013 were retracted, and original articles followed by case reports constituted major part of it. The most cited reasons for retraction were mistakes, plagiarism, and duplicate submission, and the time interval between submission and retraction had reduced in 2013. Conclusion: Although retracted articles constitute the tip of an iceberg, they are still a matter of major concern in the scientific world. So, editors should follow the Committee on Publication Ethics (COPE) guidelines and make an effective strategy in order to reduce such misconduct, as it reflects very adversely not only in the scientific community but also in the general public.","2015","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:11","19","","1","5","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/M3THRUYW/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/BCTHL4K8/Damineni et al. - 2015 - A comprehensive comparative analysis of articles r.pdf","","characteristics of retracted papers - database perspective; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; year focus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMZBA2VN","journalArticle","2014","Decullier, Evelyne; Huot, Laure; Maisonneuve, Hervé","What time-lag for a retraction search on PubMed?","BMC Research Notes","","1756-0500","10.1186/1756-0500-7-395","https://bmcresnotes.biomedcentral.com/articles/10.1186/1756-0500-7-395","Background: To investigate fraud and errors, scientists have studied cohorts of retraction notices. These researches have been performed using a PubMed search on publication type “retraction of publication” which retrieves the notices of the retractions. We assessed the stability of the indexation of retraction notices over a 15-month period and what was the time-lag to get stability. Findings: A search on notices of retraction issued in 2008 was repeated every 3 months during 15 months from February 2011. The first search resulted in 237 notices of retraction. Throughout the study period, 14 discrepancies with the initial search were observed (6%). We found that the number of retraction notices became stable 35 months after the retraction. Conclusions: The time-lag observed in this study has to be taken into account when performing a PubMed search.","2014-12","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:19","","","1","7","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/WS6XRY5A/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/YH8546H8/Decullier et al. - 2014 - What time-lag for a retraction search on PubMed.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; timelag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETHNHYAD","journalArticle","2015","de Almeida, Renan Moritz Varnier Rodrigues; Catelani, Fernanda; Fontes-Pereira, Aldo José; de Souza Gave, Nárrima","Retractions in general and internal medicine in a high-profile scientific indexing database [Retratações em medicina geral e interna em um indexador científico de alta visibilidade]","Sao Paulo Medical Journal","","1806-9460, 1516-3180","10.1590/1516-3180.2014.00381601","https://doi.org/10.1590/1516-3180.2014.00381601","METHODS: The retractions were classified as plagiarism/duplication, error, fraud and authorship problems and then aggregated into two categories: “plagiarism/duplication” and “others.” The countries of origin of the articles were dichotomized according to the median of the indicator “citations per paper” (CPP), and the IF was dichotomized according to its median within general and internal medicine, also obtained from the WoK database. These variables were analyzed using contingency tables according to CPP (high versus low), IF (high versus low) and period (1992-2002 versus 2003-2014). The relative risk (RR) and 95% confidence interval (CI) were estimated for plagiarism/duplication. RESULTS: A total of 86 retraction notes were identified, and retraction reasons were found for 80 of them. The probability that plagiarism/duplication was the reason for retraction was more than three times higher for the low CPP group (RR: 3.4; 95% CI: [1.9-6.2]), and similar results were seen for the IF analysis. CONCLUSION: The study identified greater incidence of plagiarism/duplication among retractions from countries with lower scientific impact.","2015-08-21","2019-11-10 17:45:40","2021-06-11 21:12:12","2019-11-10 16:22:15","74-78","","1","134","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/FUULZJP4/Almeida et al. - 2015 - Retractions in general and internal medicine in a .pdf","","RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCKS4VIJ","journalArticle","2012","Davis, Philip M.","The persistence of error: a study of retracted articles on the Internet and in personal libraries","Journal of the Medical Library Association : JMLA","","1536-5050, 1558-9439","10.3163/1536-5050.100.3.008","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3411255/","","2012-07","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:13","184-189","","3","100","","","The persistence of error","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/544TDWVT/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/RBD5PQV8/Davis - 2012 - The persistence of error a study of retracted art.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; revisit; visibility of retraction status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTE43BDJ","journalArticle","2018","Chen, Wei; Xing, Qin-Rui; Wang, Hui; Wang, Tao","Retracted publications in the biomedical literature with authors from mainland China","Scientometrics","","0138-9130, 1588-2861","10.1007/s11192-017-2565-x","http://link.springer.com/10.1007/s11192-017-2565-x","The number of retracted articles with Chinese authors has raised much attention, but no systematic study has speciﬁcally explored the retraction of academic publications by researchers from mainland China. Here, we determined the characteristics of retracted publications from mainland China in the biomedical literature. We searched the Medline database through PubMed and Web of Science to identify retracted publications with ﬁrst authors from mainland China. Data for 825 retracted studies were included in the analysis. The number and rate of retractions have increased since 1999. We found that 651 retractions were for articles published in journals with relatively low impact factors (\ 5). Commonest reasons for retraction were plagiarism (192), errors (159), duplicate publication (143), and invalid peer review (137). Authors of retracted articles were from 28 of the 31 provinces in mainland China. The number of retracted articles from mainland China has shown an increasing trend. Misconduct was the primary reason for retraction. Retracted articles originated from most provinces in China and were published in numerous journals. These ﬁndings indicate that misconduct issues are widespread in China. Results of this study highlight the need to take measures to prevent misconduct among Chinese researchers.","2018-01","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:22:06","217-227","","1","114","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/6345TGAJ/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/5NN2BUZW/Chen et al. - 2018 - Retracted publications in the biomedical literatur.pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers; systematic reviews of retracted papers - geographic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
